provID	unik_station_beteckning	Undersökning	Stationsbeteckning	djup	Latitud	Longitud	Datum	artal	prov_nr	S	B	B_utan	N	bqi
688065	52587_52743	SRK Blekinge 1989-2010	PMK8	4,2	56,0850677490234	15,8076000213623	2006-05-30 15:53:00	2006	1	13	23,0039999063592	23,0039999063592	456	6,958484
688066	52587_52743	SRK Blekinge 1989-2010	PMK8	4,2	56,0850677490234	15,8076000213623	2007-05-22 15:55:00	2007	2	11	17,5412997046951	17,5412997046951	205	4,981388
688067	52587_52743	SRK Blekinge 1989-2010	PMK8	4,2	56,0850677490234	15,8076000213623	2007-05-22 15:55:00	2007	1	8	8,80920004472137	8,80920004472137	277	3,934847
688068	52587_52743	SRK Blekinge 1989-2010	PMK8	4,2	56,0850677490234	15,8076000213623	2007-05-22 15:55:00	2007	3	10	13,3513997740811	13,3513997740811	144	4,075045
688069	52744	SRK Blekinge 1989-2010	R1	9,2	56,1590588	15,4120441	1995-06-01 12:55:00	1995	1	4	0,515000004321337	0,515000004321337	31	5,382503
688070	52744	SRK Blekinge 1989-2010	R1	9,2	56,1590588	15,4120441	1995-06-01 12:55:00	1995	2	7	1,35200001730118	1,35200001730118	52	5,635555
688071	52744	SRK Blekinge 1989-2010	R1	9,2	56,1590588	15,4120441	1995-06-01 12:55:00	1995	3	12	5,17099992639851	5,17099992639851	79	8,006345
688072	25794_52745	SRK Blekinge 1989-2010	R10	8	56,1773718	15,0490745	1995-06-07 07:50:00	1995	1	9	7,09900024149101	7,09900024149101	141	5,013264
688073	25794_52745	SRK Blekinge 1989-2010	R10	8	56,1773718	15,0490745	1995-06-07 07:50:00	1995	2	9	4,66799975698814	4,66799975698814	97	5,708184
688074	25794_52745	SRK Blekinge 1989-2010	R10	8	56,1773718	15,0490745	1995-06-07 07:50:00	1995	3	6	3,79400003328919	3,79400003328919	113	5,3258
688075	52746	SRK Blekinge 1989-2010	R2	7	56,1427108	15,3861977	1995-06-01 15:10:00	1995	1	9	9,0889998478815	9,0889998478815	303	4,122844
688076	52746	SRK Blekinge 1989-2010	R2	7	56,1427108	15,3861977	1995-06-01 15:10:00	1995	2	11	9,39200010709465	9,39200010709465	296	4,566715
688077	52746	SRK Blekinge 1989-2010	R2	7	56,1427108	15,3861977	1995-06-01 15:10:00	1995	3	9	10,7479999978095	10,7479999978095	393	3,834491
688078	52747	SRK Blekinge 1989-2010	R3	5,9	56,1555412	15,3068745	1995-06-01 18:15:00	1995	2	8	10,5369998468086	10,5369998468086	254	5,827995
688079	52747	SRK Blekinge 1989-2010	R3	5,9	56,1555412	15,3068745	1995-06-01 18:15:00	1995	3	6	11,4659995548427	11,4659995548427	225	5,652035
688080	52747	SRK Blekinge 1989-2010	R3	5,9	56,1555412	15,3068745	1995-06-01 18:15:00	1995	1	7	8,90900005586445	8,90900005586445	130	4,94671
688081	52748	SRK Blekinge 1989-2010	R4	6,8	56,1663736	15,3050406	1995-06-06 09:27:00	1995	1	8	11,0949996819254	11,0949996819254	140	3,7191
688082	52748	SRK Blekinge 1989-2010	R4	6,8	56,1663736	15,3050406	1995-06-06 09:27:00	1995	2	7	11,7389998268336	11,7389998268336	151	4,434637
688083	52748	SRK Blekinge 1989-2010	R4	6,8	56,1663736	15,3050406	1995-06-06 09:27:00	1995	3	8	12,9219995598542	12,9219995598542	147	4,858211
688084	52065_52749	SRK Blekinge 1989-2010	R5	18,3	56,148042	15,2553812	1995-06-06 10:37:00	1995	1	7	6,66099982138257	6,66099982138257	172	5,458822
688085	52065_52749	SRK Blekinge 1989-2010	R5	18,3	56,148042	15,2553812	1995-06-06 10:37:00	1995	2	7	6,12300008232705	6,12300008232705	138	4,446155
688086	52065_52749	SRK Blekinge 1989-2010	R5	18,3	56,148042	15,2553812	1995-06-06 10:37:00	1995	3	11	4,19699989468791	4,19699989468791	180	5,6741
688087	52750	SRK Blekinge 1989-2010	R6	6,8	56,1560403	15,2393833	1995-06-06 11:37:00	1995	1	14	11,1879996283678	11,1879996283678	268	4,868291
688088	52750	SRK Blekinge 1989-2010	R6	6,8	56,1560403	15,2393833	1995-06-06 11:37:00	1995	2	13	15,7490001654951	15,7490001654951	321	4,911606
688089	52750	SRK Blekinge 1989-2010	R6	6,8	56,1560403	15,2393833	1995-06-06 11:37:00	1995	3	10	12,5279995920137	12,5279995920137	379	4,211445
688090	52751	SRK Blekinge 1989-2010	R7	16,3	56,1437085	15,1835572	1995-06-06 13:15:00	1995	3	8	1,80600004259031	1,80600004259031	370	1,405948
688091	52751	SRK Blekinge 1989-2010	R7	16,3	56,1437085	15,1835572	1995-06-06 13:15:00	1995	2	8	1,75999998359475	1,75999998359475	135	3,891139
688092	52751	SRK Blekinge 1989-2010	R7	16,3	56,1437085	15,1835572	1995-06-06 13:15:00	1995	1	8	0,365999988280237	0,365999988280237	127	1,391798
688093	52752	SRK Blekinge 1989-2010	R8	11	56,1538729	15,1267311	1995-06-06 16:25:00	1995	3	8	6,03799982182682	6,03799982182682	443	1,564158
688094	52752	SRK Blekinge 1989-2010	R8	11	56,1538729	15,1267311	1995-06-06 16:25:00	1995	1	7	6,42600000230595	6,42600000230595	280	1,982939
688095	52752	SRK Blekinge 1989-2010	R8	11	56,1538729	15,1267311	1995-06-06 16:25:00	1995	2	7	5,44900005310774	5,44900005310774	421	1,757495
688096	52753	SRK Blekinge 1989-2010	R9	14,1	56,1465417	15,0944022	1995-06-06 17:20:00	1995	3	7	5,13000004086643	5,13000004086643	457	4,523154
688097	52753	SRK Blekinge 1989-2010	R9	14,1	56,1465417	15,0944022	1995-06-06 17:20:00	1995	2	8	6,99699999671429	6,99699999671429	366	5,199456
688098	52753	SRK Blekinge 1989-2010	R9	14,1	56,1465417	15,0944022	1995-06-06 17:20:00	1995	1	7	5,10300001304131	5,10300001304131	290	4,466484
688099	52755	SRK Blekinge 1989-2010	RX	15,1	56,152	15,262	1995-06-06 16:00:00	1995	1	8	4,72200001718011	4,72200001718011	679	4,247362
688100	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1991-06-03 15:30:00	1991	1	9	12,8689996283501	12,8689996283501	242	4,919157
688101	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1991-06-03 15:30:00	1991	2	7	10,3440000666305	10,3440000666305	182	4,640099
688102	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1991-06-03 15:30:00	1991	3	9	10,8400003853021	10,8400003853021	278	4,101968
688103	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1992-06-03 07:50:00	1992	3	9	10,2579996212153	10,2579996212153	321	10,02416
688104	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1992-06-03 07:50:00	1992	1	7	7,83400014368817	7,83400014368817	328	8,538542
688105	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1992-06-03 07:50:00	1992	2	7	6,72900009702425	6,72900009702425	229	8,208162
688106	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1993-05-26 13:25:00	1993	1	11	11,8749998426065	11,8749998426065	283	4,749727
688107	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1993-05-26 13:25:00	1993	2	11	6,28799986722879	6,28799986722879	272	5,217149
688108	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1993-05-26 13:25:00	1993	3	12	11,4199996941024	11,4199996941024	364	4,558978
688109	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1994-06-01 09:35:00	1994	3	9	6,85299997811671	6,85299997811671	116	4,991394
688110	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1994-06-01 09:35:00	1994	2	15	10,9390003042063	10,9390003042063	208	5,291813
688111	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1994-06-01 09:35:00	1994	1	10	7,89300024323165	7,89300024323165	124	4,782028
688112	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1995-06-01 17:25:00	1995	2	10	15,8790000862209	15,8790000862209	229	4,542052
688113	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1995-06-01 17:25:00	1995	3	8	14,561000302434	14,561000302434	223	5,321024
688114	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1995-06-01 17:25:00	1995	1	7	7,98900009598583	7,98900009598583	153	4,57764
688115	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1996-05-22 12:35:00	1996	1	17	30,8369993077358	30,8369993077358	977	2,445394
688116	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1996-05-22 12:35:00	1996	3	9	13,963000032003	13,963000032003	517	2,049674
688117	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1996-05-22 12:35:00	1996	2	10	15,1780002668966	15,1780002668966	500	2,084802
688118	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1997-05-27 18:15:00	1997	1	10	12,0370003924472	12,0370003924472	334	3,706024
688119	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1997-05-27 18:15:00	1997	2	9	11,1340003211517	11,1340003211517	441	3,863448
688120	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1997-05-27 18:15:00	1997	3	10	16,0249998753425	16,0249998753425	420	2,586309
688121	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1998-05-26 07:15:00	1998	1	7	10,3569999113679	10,3569999113679	304	4,503652
688122	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1998-05-26 07:15:00	1998	2	8	7,34100006404333	7,34100006404333	275	5,226074
688123	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1998-05-26 07:15:00	1998	3	7	8,56800010602456	8,56800010602456	311	3,182081
688124	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2000-05-23 11:29:00	2000	3	10	14,0479995652568	14,0479995652568	238	6,645008
688125	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2000-05-23 11:29:00	2000	2	10	11,3990002181381	11,3990002181381	194	6,013742
688126	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2000-05-23 11:29:00	2000	1	9	8,22800003027078	8,22800003027078	188	5,370857
688127	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1999-06-01 10:45:00	1999	2	7	7,97700016014278	7,97700016014278	266	2,782212
688128	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1999-06-01 10:45:00	1999	3	8	7,28999979747459	7,28999979747459	352	3,110531
688129	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	1999-06-01 10:45:00	1999	1	10	7,72399980342016	7,72399980342016	240	4,398224
688130	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2001-05-14 15:50:00	2001	1	6	10,4839998960961	10,4839998960961	121	5,103458
688131	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2001-05-14 15:50:00	2001	2	9	9,92299996269867	9,92299996269867	126	6,421695
688132	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2001-05-14 15:50:00	2001	3	8	10,6389995263889	10,6389995263889	127	6,184175
688133	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2002-05-22 14:40:00	2002	3	9	12,9210004698252	12,9210004698252	227	3,398996
688134	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2002-05-22 14:40:00	2002	2	10	12,5580001467606	12,5580001467606	204	3,386844
688135	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2002-05-22 14:40:00	2002	1	8	12,1410000649048	12,1410000649048	207	2,92531
688136	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2003-05-13 11:43:00	2003	1	10	14,2530004846631	14,2530004846631	402	3,458462
688137	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2003-05-13 11:43:00	2003	3	11	13,9809999197023	13,9809999197023	520	2,650714
688138	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2003-05-13 11:43:00	2003	2	11	15,7180000746157	15,7180000746157	483	2,917481
688139	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2004-05-25 16:45:00	2004	3	11	14,1950004571117	14,1950004571117	266	7,224694
688140	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2004-05-25 16:45:00	2004	2	14	22,8229995741276	22,8229995741276	500	7,832705
688141	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2004-05-25 16:45:00	2004	1	7	10,5180003237911	10,5180003237911	327	6,212964
688142	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2005-05-10 11:03:00	2005	3	8	1,4699999949662	1,4699999949662	275	2,414385
688143	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2005-05-10 11:03:00	2005	2	10	9,32400034542661	9,32400034542661	212	3,596939
688144	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2005-05-10 11:03:00	2005	1	10	11,0999997342005	11,0999997342005	342	3,432308
688145	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2006-05-31 15:00:00	2006	1	8	10,9740001726896	10,9740001726896	148	2,899717
688146	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2006-05-31 15:00:00	2006	2	7	9,23600021353923	9,23600021353923	120	2,838058
688147	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2006-05-31 15:00:00	2006	3	9	8,99999983503949	8,99999983503949	126	2,961897
688148	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2007-05-23 12:25:00	2007	1	10	7,75840012198751	7,75840012198751	115	3,089496
688149	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2007-05-23 12:25:00	2007	2	7	8,50659976754105	8,50659976754105	278	2,060499
688150	52017_52489_52756	SRK Blekinge 1989-2010	RY	9,7	56,1584014892578	15,2945995330811	2007-05-23 12:25:00	2007	3	9	6,36389994388446	6,36389994388446	133	2,68326
688151	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1992-06-01 14:20:00	1992	1	6	1,40300001180731	1,40300001180731	948	1,166648
688152	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1992-06-01 14:20:00	1992	2	10	3,13999998138752	3,13999998138752	597	1,851334
688153	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1992-06-01 14:20:00	1992	3	8	0,715000009746291	0,715000009746291	265	2,102073
688154	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1993-06-09 16:00:00	1993	1	13	4,39199996530078	4,39199996530078	2568	3,022489
688155	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1993-06-09 16:00:00	1993	2	10	1,98200004722457	1,98200004722457	1530	3,220432
688156	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1993-06-09 16:00:00	1993	3	12	2,86399999028072	2,86399999028072	2212	3,594435
688157	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1994-05-30 12:00:00	1994	1	11	5,81500004872214	5,81500004872214	1621	1,432709
688158	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1994-05-30 12:00:00	1994	2	12	6,10600006650202	6,10600006650202	2148	1,397853
688159	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1994-05-30 12:00:00	1994	3	13	4,93499992287252	4,93499992287252	1757	1,514077
688160	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1995-05-30 07:30:00	1995	2	10	8,14900007809047	8,14900007809047	974	1,354859
688161	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1995-05-30 07:30:00	1995	3	9	6,59700003440958	6,59700003440958	1166	1,226952
688162	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1995-05-30 07:30:00	1995	1	9	7,24699991184752	7,24699991184752	1199	1,294595
688163	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1996-05-23 16:55:00	1996	1	10	1,6280000457773	1,6280000457773	855	1,239739
688164	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1996-05-23 16:55:00	1996	2	9	2,72900001145899	2,72900001145899	1054	1,301875
688165	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1996-05-23 16:55:00	1996	3	10	2,45799996098503	2,45799996098503	506	2,389868
688166	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1997-05-26 10:15:00	1997	1	12	1,4749999998603	1,4749999998603	1285	1,562615
688167	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1997-05-26 10:15:00	1997	3	7	1,40000002726447	1,40000002726447	813	1,211824
688168	52757	SRK Blekinge 1989-2010	S11M	15,7	56,1375350952148	15,9623498916626	1997-05-26 10:15:00	1997	2	9	2,72100002609659	2,72100002609659	993	1,389375
688169	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1991-06-04 09:45:00	1991	1	3	5,41399995982647	5,41399995982647	37	6,229172
688170	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1991-06-04 09:45:00	1991	2	4	12,8170003071427	12,8170003071427	46	6,92116
688171	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1991-06-04 09:45:00	1991	3	2	14,5540002584457	14,5540002584457	37	4,603704
688172	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1992-06-11 08:50:00	1992	1	5	5,26999982818961	5,26999982818961	35	8,159108
688173	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1992-06-11 08:50:00	1992	3	5	4,3510000500828	4,3510000500828	34	8,557524
688174	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1992-06-11 08:50:00	1992	2	5	9,30700034275651	9,30700034275651	51	8,599111
688175	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1993-06-03 17:15:00	1993	2	6	15,4309998601675	15,4309998601675	97	10,54219
688176	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1993-06-03 17:15:00	1993	3	5	9,22099998220801	9,22099998220801	67	9,539041
688177	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1993-06-03 17:15:00	1993	1	7	8,41300008050166	8,41300008050166	96	11,50884
688178	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1994-06-01 15:30:00	1994	1	6	3,79099990800023	3,79099990800023	36	7,946054
688179	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1994-06-01 15:30:00	1994	2	7	19,0560003032442	19,0560003032442	41	7,972396
688180	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1994-06-01 15:30:00	1994	3	6	6,95699987735134	6,95699987735134	27	7,193958
688181	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1995-06-07 10:55:00	1995	2	6	13,8730005193502	13,8730005193502	409	11,84127
688182	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1995-06-07 10:55:00	1995	1	6	8,04200011095963	8,04200011095963	246	11,93821
688183	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1995-06-07 10:55:00	1995	3	8	10,3740000943653	10,3740000943653	420	13,22692
688184	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1996-05-21 15:00:00	1996	1	7	11,3560004413594	11,3560004413594	125	10,65013
688185	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1996-05-21 15:00:00	1996	2	6	5,35700006783009	5,35700006783009	123	9,760453
688186	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1996-05-21 15:00:00	1996	3	4	7,88199985027313	7,88199985027313	126	8,868834
688187	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1997-05-28 09:03:00	1997	3	3	11,6070002317429	11,6070002317429	193	8,13799
688188	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1997-05-28 09:03:00	1997	1	5	8,26600013673306	8,26600013673306	198	10,71813
688189	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1997-05-28 09:03:00	1997	2	5	12,6359996534884	12,6359996534884	182	10,47137
688190	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1998-05-26 12:00:00	1998	1	5	11,7110003232956	11,7110003232956	42	5,997
688191	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1998-05-26 12:00:00	1998	3	5	8,66499976068735	8,66499976068735	34	6,418143
688192	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1998-05-26 12:00:00	1998	2	5	9,74899994954467	9,74899994954467	43	7,38299
688193	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2000-05-25 14:15:00	2000	3	6	12,6749998964369	12,6749998964369	100	9,645964
688194	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2000-05-25 14:15:00	2000	2	7	11,8690000651404	11,8690000651404	97	11,04644
688195	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2000-05-25 14:15:00	2000	1	5	12,2810001800535	12,2810001800535	76	8,976114
688196	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1999-06-02 08:29:00	1999	1	5	11,8709996044636	11,8709996044636	72	8,827892
688197	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1999-06-02 08:29:00	1999	3	6	10,7869995194487	10,7869995194487	68	9,534615
688198	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	1999-06-02 08:29:00	1999	2	4	8,9090000333963	8,9090000333963	74	8,517632
688199	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2001-05-15 09:10:00	2001	3	8	13,7089996876894	13,7089996876894	232	12,80957
688200	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2001-05-15 09:10:00	2001	1	7	9,41000014869496	9,41000014869496	215	12,29128
688201	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2001-05-15 09:10:00	2001	2	7	9,9030000064522	9,9030000064522	223	12,24442
688202	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2002-05-22 11:13:00	2002	3	7	5,29499981179833	5,29499981179833	60	10,80808
688203	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2002-05-22 11:13:00	2002	1	6	5,6739998459816	5,6739998459816	55	10,25033
688204	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2002-05-22 11:13:00	2002	2	8	2,91399996262044	2,91399996262044	77	12,53011
688205	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2003-05-13 16:02:00	2003	1	5	7,72500013560057	7,72500013560057	169	10,73787
688206	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2003-05-13 16:02:00	2003	2	7	8,28700011025649	8,28700011025649	173	12,36508
688207	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2003-05-13 16:02:00	2003	3	8	6,9679997729836	6,9679997729836	144	13,00864
688208	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2004-05-26 07:50:00	2004	2	7	5,83800016995519	5,83800016995519	169	12,38453
688209	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2004-05-26 07:50:00	2004	3	6	4,4789999704808	4,4789999704808	149	11,69431
688210	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2004-05-26 07:50:00	2004	1	10	6,18599974666722	6,18599974666722	164	13,95384
688211	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2005-05-10 15:53:00	2005	1	6	5,28900009393692	5,28900009393692	178	11,87206
688212	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2005-05-10 15:53:00	2005	2	6	9,36900023417547	9,36900023417547	219	11,71817
688213	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2005-05-10 15:53:00	2005	3	5	2,0399999730289	2,0399999730289	164	11,12233
688214	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2006-05-31 19:25:00	2006	1	5	7,09269990026951	7,09269990026951	174	10,91513
688215	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2006-05-31 19:25:00	2006	3	5	4,19250002969056	4,19250002969056	190	10,93723
688216	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2006-05-31 19:25:00	2006	2	7	9,13259999256115	9,13259999256115	218	12,4774
688217	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2007-05-23 17:20:00	2007	1	6	6,28299994859844	6,28299994859844	289	12,10311
688218	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2007-05-23 17:20:00	2007	2	6	6,75199989229441	6,75199989229441	322	12,12215
688219	52490_52758	SRK Blekinge 1989-2010	T/H	39	56,076099395752	14,9353837966919	2007-05-23 17:20:00	2007	3	7	9,72350021002785	9,72350021002785	394	13,01546
688220	24099_52020_52492_52759	SRK Blekinge 1989-2010	TÖ	15,4	56,1676330566406	15,0626497268677	1996-05-22 09:20:00	1996	1	12	48,8259989237413	48,8259989237413	606	5,278404
